state,centre,commodity,variety,unit,category,date,retail_price
bihar,patna,rice,common/coarse,kg.,food,01/07/01,82.92979841
bihar,patna,rice,fine,kg.,food,01/07/01,82.92979841
bihar,patna,rice,superfine,kg.,food,01/07/01,82.92979841
goa,panaji,rice,superfine,kg.,food,01/07/01,82.92979841
gujarat,gandhi nagar,rice,superfine,kg.,food,01/07/01,82.92979841
gujarat,rajkot,rice,common/coarse,kg.,food,01/07/01,82.92979841
gujarat,rajkot,rice,fine,kg.,food,01/07/01,82.92979841
gujarat,rajkot,rice,superfine,kg.,food,01/07/01,82.92979841
gujarat,surat,rice,common/coarse,kg.,food,01/07/01,82.92979841
gujarat,surat,rice,fine,kg.,food,01/07/01,82.92979841
gujarat,surat,rice,superfine,kg.,food,01/07/01,82.92979841
gujarat,vadodra,rice,common/coarse,kg.,food,01/07/01,82.92979841
gujarat,vadodra,rice,fine,kg.,food,01/07/01,82.92979841
gujarat,vadodra,rice,superfine,kg.,food,01/07/01,82.92979841
haryana,hissar,rice,common/coarse,kg.,food,01/07/01,82.92979841
haryana,hissar,rice,fine,kg.,food,01/07/01,82.92979841
haryana,hissar,rice,superfine,kg.,food,01/07/01,82.92979841
haryana,karnal,rice,fine,kg.,food,01/07/01,36
haryana,karnal,rice,superfine,kg.,food,01/07/01,82.92979841
himachal pradesh,mandi,rice,superfine,kg.,food,01/07/01,82.92979841
himachal pradesh,shimla,rice,superfine,kg.,food,01/07/01,82.92979841
jammu kashmir,jammu,rice,common/coarse,kg.,food,01/07/01,82.92979841
jammu kashmir,jammu,rice,fine,kg.,food,01/07/01,82.92979841
jammu kashmir,jammu,rice,superfine,kg.,food,01/07/01,82.92979841
jammu kashmir,shrinagar,rice,common/coarse,kg.,food,01/07/01,82.92979841
jammu kashmir,shrinagar,rice,fine,kg.,food,01/07/01,82.92979841
jammu kashmir,shrinagar,rice,superfine,kg.,food,01/07/01,82.92979841
jharkhand,dhanbad,rice,superfine,kg.,food,01/07/01,82.92979841
jharkhand,ranchi,rice,superfine,kg.,food,01/07/01,82.92979841
karnataka,bangalore,rice,superfine,kg.,food,01/07/01,82.92979841
karnataka,bijapur,rice,common/coarse,kg.,food,01/07/01,82.92979841
karnataka,bijapur,rice,fine,kg.,food,01/07/01,82.92979841
karnataka,bijapur,rice,superfine,kg.,food,01/07/01,82.92979841
karnataka,hubli,rice,superfine,kg.,food,01/07/01,82.92979841
karnataka,tumkur,rice,superfine,kg.,food,01/07/01,82.92979841
kerala,ernakulam,rice,superfine,kg.,food,01/07/01,82.92979841
kerala,khozhikode,rice,superfine,kg.,food,01/07/01,82.92979841
kerala,trivandrum,rice,superfine,kg.,food,01/07/01,82.92979841
madhya pradesh,bhillai,rice,common/coarse,kg.,food,01/07/01,82.92979841
madhya pradesh,bhillai,rice,fine,kg.,food,01/07/01,82.92979841
madhya pradesh,bhillai,rice,superfine,kg.,food,01/07/01,82.92979841
madhya pradesh,bhopal,rice,superfine,kg.,food,01/07/01,82.92979841
madhya pradesh,gwalior,rice,common/coarse,kg.,food,01/07/01,82.92979841
madhya pradesh,gwalior,rice,fine,kg.,food,01/07/01,82.92979841
madhya pradesh,gwalior,rice,superfine,kg.,food,01/07/01,82.92979841
madhya pradesh,indore,rice,common/coarse,kg.,food,01/07/01,82.92979841
madhya pradesh,indore,rice,fine,kg.,food,01/07/01,82.92979841
madhya pradesh,indore,rice,superfine,kg.,food,01/07/01,82.92979841
madhya pradesh,rewa,rice,common/coarse,kg.,food,01/07/01,82.92979841
madhya pradesh,rewa,rice,fine,kg.,food,01/07/01,82.92979841
madhya pradesh,rewa,rice,superfine,kg.,food,01/07/01,82.92979841
madhya pradesh,sehore,rice,superfine,kg.,food,01/07/01,82.92979841
maharashtra,aurangabad,rice,common/coarse,kg.,food,01/07/01,82.92979841
maharashtra,aurangabad,rice,fine,kg.,food,01/07/01,82.92979841
maharashtra,aurangabad,rice,superfine,kg.,food,01/07/01,82.92979841
maharashtra,mumbai,rice,common/coarse,kg.,food,01/07/01,82.92979841
maharashtra,mumbai,rice,fine,kg.,food,01/07/01,82.92979841
maharashtra,mumbai,rice,superfine,kg.,food,01/07/01,82.92979841
maharashtra,nagpur,rice,common/coarse,kg.,food,01/07/01,82.92979841
maharashtra,nagpur,rice,fine,kg.,food,01/07/01,82.92979841
maharashtra,nagpur,rice,superfine,kg.,food,01/07/01,82.92979841
maharashtra,nasik,rice,common/coarse,kg.,food,01/07/01,82.92979841
maharashtra,nasik,rice,fine,kg.,food,01/07/01,82.92979841
maharashtra,nasik,rice,superfine,kg.,food,01/07/01,82.92979841
maharashtra,pune,rice,common/coarse,kg.,food,01/07/01,82.92979841
maharashtra,pune,rice,fine,kg.,food,01/07/01,82.92979841
maharashtra,pune,rice,superfine,kg.,food,01/07/01,82.92979841
manipur,imphal,rice,common/coarse,kg.,food,01/07/01,82.92979841
manipur,imphal,rice,fine,kg.,food,01/07/01,82.92979841
manipur,imphal,rice,superfine,kg.,food,01/07/01,82.92979841
meghalaya,shillong,rice,common/coarse,kg.,food,01/07/01,82.92979841
meghalaya,shillong,rice,fine,kg.,food,01/07/01,82.92979841
meghalaya,shillong,rice,superfine,kg.,food,01/07/01,82.92979841
mizoram,aizwal,rice,common/coarse,kg.,food,01/07/01,82.92979841
mizoram,aizwal,rice,superfine,kg.,food,01/07/01,82.92979841
nagaland,kohima,rice,common/coarse,kg.,food,01/07/01,82.92979841
nagaland,kohima,rice,fine,kg.,food,01/07/01,82.92979841
nagaland,kohima,rice,superfine,kg.,food,01/07/01,82.92979841
national capital,delhi,rice,fine,kg.,food,01/07/01,28
national capital,delhi,rice,superfine,kg.,food,01/07/01,82.92979841
orissa,bhawanipatna,rice,common/coarse,kg.,food,01/07/01,82.92979841
orissa,bhawanipatna,rice,fine,kg.,food,01/07/01,82.92979841
orissa,bhawanipatna,rice,superfine,kg.,food,01/07/01,82.92979841
orissa,bhubneshwar,rice,superfine,kg.,food,01/07/01,82.92979841
orissa,cuttack,rice,superfine,kg.,food,01/07/01,82.92979841
punjab,amritsar,rice,fine,kg.,food,01/07/01,40
punjab,amritsar,rice,superfine,kg.,food,01/07/01,82.92979841
punjab,bhatinda,rice,common/coarse,kg.,food,01/07/01,82.92979841
punjab,bhatinda,rice,fine,kg.,food,01/07/01,82.92979841
punjab,bhatinda,rice,superfine,kg.,food,01/07/01,82.92979841
punjab,ludhiana,rice,common/coarse,kg.,food,01/07/01,82.92979841
punjab,ludhiana,rice,fine,kg.,food,01/07/01,82.92979841
punjab,ludhiana,rice,superfine,kg.,food,01/07/01,82.92979841
rajasthan,dausa,rice,common/coarse,kg.,food,01/07/01,82.92979841
rajasthan,dausa,rice,fine,kg.,food,01/07/01,82.92979841
rajasthan,dausa,rice,superfine,kg.,food,01/07/01,82.92979841
rajasthan,jaipur,rice,common/coarse,kg.,food,01/07/01,82.92979841
rajasthan,jaipur,rice,fine,kg.,food,01/07/01,82.92979841
rajasthan,jaipur,rice,superfine,kg.,food,01/07/01,82.92979841
rajasthan,jodhpur,rice,common/coarse,kg.,food,01/07/01,82.92979841
rajasthan,jodhpur,rice,fine,kg.,food,01/07/01,25
rajasthan,jodhpur,rice,superfine,kg.,food,01/07/01,82.92979841
rajasthan,swaimadhopur,rice,common/coarse,kg.,food,01/07/01,82.92979841
rajasthan,swaimadhopur,rice,fine,kg.,food,01/07/01,82.92979841
rajasthan,swaimadhopur,rice,superfine,kg.,food,01/07/01,82.92979841
rajasthan,udaipur,rice,fine,kg.,food,01/07/01,26
rajasthan,udaipur,rice,superfine,kg.,food,01/07/01,82.92979841
sikkim,gangtok,rice,common/coarse,kg.,food,01/07/01,82.92979841
sikkim,gangtok,rice,fine,kg.,food,01/07/01,82.92979841
sikkim,gangtok,rice,superfine,kg.,food,01/07/01,82.92979841
tamil nadu,chennai,rice,common/coarse,kg.,food,01/07/01,82.92979841
tamil nadu,chennai,rice,fine,kg.,food,01/07/01,82.92979841
tamil nadu,chennai,rice,superfine,kg.,food,01/07/01,82.92979841
tamil nadu,coimbatore,rice,superfine,kg.,food,01/07/01,82.92979841
tamil nadu,madurai,rice,common/coarse,kg.,food,01/07/01,82.92979841
tamil nadu,madurai,rice,fine,kg.,food,01/07/01,82.92979841
tamil nadu,madurai,rice,superfine,kg.,food,01/07/01,82.92979841
tamil nadu,salem,rice,superfine,kg.,food,01/07/01,82.92979841
tamil nadu,tambram,rice,common/coarse,kg.,food,01/07/01,82.92979841
tamil nadu,tambram,rice,fine,kg.,food,01/07/01,82.92979841
tamil nadu,tambram,rice,superfine,kg.,food,01/07/01,82.92979841
tamil nadu,tirunelveli,rice,superfine,kg.,food,01/07/01,82.92979841
telangana,hyderabad,rice,superfine,kg.,food,01/07/01,82.92979841
tripura,agartala,rice,superfine,kg.,food,01/07/01,82.92979841
union territories,chandigarh,rice,common/coarse,kg.,food,01/07/01,82.92979841
union territories,chandigarh,rice,fine,kg.,food,01/07/01,82.92979841
union territories,chandigarh,rice,superfine,kg.,food,01/07/01,82.92979841
union territories,pondicherry,rice,common/coarse,kg.,food,01/07/01,82.92979841
union territories,pondicherry,rice,fine,kg.,food,01/07/01,82.92979841
union territories,pondicherry,rice,superfine,kg.,food,01/07/01,82.92979841
union territories,portblair,rice,superfine,kg.,food,01/07/01,82.92979841
union territories,silvasa,rice,fine,kg.,food,01/07/01,82.92979841
uttar pradesh,agra,rice,fine,kg.,food,01/07/01,27.5
uttar pradesh,agra,rice,superfine,kg.,food,01/07/01,82.92979841
uttar pradesh,allahabad,rice,superfine,kg.,food,01/07/01,82.92979841
uttar pradesh,gorakhpur,rice,superfine,kg.,food,01/07/01,82.92979841
uttar pradesh,kanpur,rice,common/coarse,kg.,food,01/07/01,82.92979841
uttar pradesh,kanpur,rice,fine,kg.,food,01/07/01,82.92979841
uttar pradesh,kanpur,rice,superfine,kg.,food,01/07/01,82.92979841
uttar pradesh,lucknow,rice,fine,kg.,food,01/07/01,28
uttar pradesh,lucknow,rice,superfine,kg.,food,01/07/01,82.92979841
uttar pradesh,saharanpur,rice,superfine,kg.,food,01/07/01,82.92979841
uttarakhand,haldwani,rice,common/coarse,kg.,food,01/07/01,82.92979841
uttarakhand,haldwani,rice,fine,kg.,food,01/07/01,82.92979841
uttarakhand,haldwani,rice,superfine,kg.,food,01/07/01,82.92979841
uttarakhand,srinagar,rice,common/coarse,kg.,food,01/07/01,82.92979841
uttarakhand,srinagar,rice,fine,kg.,food,01/07/01,82.92979841
uttarakhand,srinagar,rice,superfine,kg.,food,01/07/01,82.92979841
west bengal,asansol,rice,common/coarse,kg.,food,01/07/01,82.92979841
west bengal,asansol,rice,fine,kg.,food,01/07/01,82.92979841
west bengal,asansol,rice,superfine,kg.,food,01/07/01,82.92979841
west bengal,howrah,rice,common/coarse,kg.,food,01/07/01,82.92979841
west bengal,howrah,rice,fine,kg.,food,01/07/01,82.92979841
west bengal,howrah,rice,superfine,kg.,food,01/07/01,82.92979841
west bengal,jalpaiguri,rice,superfine,kg.,food,01/07/01,82.92979841
west bengal,kolkata,rice,common/coarse,kg.,food,01/07/01,82.92979841
west bengal,kolkata,rice,fine,kg.,food,01/07/01,82.92979841
west bengal,kolkata,rice,superfine,kg.,food,01/07/01,82.92979841
west bengal,malda,unknown,superfine,kg.,food,01/07/01,82.92979841
andhra pradesh,chittoor,salt,packet(iodized),kg.,food,01/07/01,82.92979841
andhra pradesh,guntur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
andhra pradesh,kurnool,salt,loose(common),kg.,food,01/07/01,82.92979841
andhra pradesh,kurnool,salt,packet(iodized),kg.,food,01/07/01,82.92979841
andhra pradesh,vishakhapatnam,salt,packet(iodized),kg.,food,01/07/01,82.92979841
arunachal pradesh,itanagar,salt,loose(common),kg.,food,01/07/01,82.92979841
arunachal pradesh,itanagar,salt,packet(iodized),kg.,food,01/07/01,82.92979841
assam,dibrugarh,salt,loose(common),kg.,food,01/07/01,82.92979841
assam,dibrugarh,salt,packet(iodized),kg.,food,01/07/01,82.92979841
assam,dispur,salt,loose(common),kg.,food,01/07/01,82.92979841
assam,dispur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
assam,guwahati,salt,loose(common),kg.,food,01/07/01,82.92979841
assam,guwahati,salt,packet(iodized),kg.,food,01/07/01,82.92979841
assam,silchar,salt,loose(common),kg.,food,01/07/01,82.92979841
assam,silchar,salt,packet(iodized),kg.,food,01/07/01,82.92979841
bihar,gaya,salt,loose(common),kg.,food,01/07/01,82.92979841
bihar,gaya,salt,packet(iodized),kg.,food,01/07/01,82.92979841
bihar,hajipur,salt,loose(common),kg.,food,01/07/01,82.92979841
bihar,hajipur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
bihar,muzaffarpur,salt,loose(common),kg.,food,01/07/01,82.92979841
bihar,muzaffarpur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
bihar,patna,salt,loose(common),kg.,food,01/07/01,82.92979841
bihar,patna,salt,packet(iodized),kg.,food,01/07/01,82.92979841
goa,panaji,salt,packet(iodized),kg.,food,01/07/01,82.92979841
gujarat,gandhi nagar,salt,loose(common),kg.,food,01/07/01,82.92979841
gujarat,gandhi nagar,salt,packet(iodized),kg.,food,01/07/01,82.92979841
gujarat,rajkot,salt,loose(common),kg.,food,01/07/01,82.92979841
gujarat,rajkot,salt,packet(iodized),kg.,food,01/07/01,82.92979841
gujarat,surat,salt,loose(common),kg.,food,01/07/01,82.92979841
gujarat,surat,salt,packet(iodized),kg.,food,01/07/01,82.92979841
gujarat,vadodra,salt,packet(iodized),kg.,food,01/07/01,82.92979841
haryana,hissar,salt,loose(common),kg.,food,01/07/01,82.92979841
haryana,hissar,salt,packet(iodized),kg.,food,01/07/01,82.92979841
haryana,karnal,salt,packet(iodized),kg.,food,01/07/01,82.92979841
himachal pradesh,mandi,salt,packet(iodized),kg.,food,01/07/01,82.92979841
himachal pradesh,shimla,salt,packet(iodized),kg.,food,01/07/01,82.92979841
jammu kashmir,jammu,salt,loose(common),kg.,food,01/07/01,82.92979841
jammu kashmir,jammu,salt,packet(iodized),kg.,food,01/07/01,82.92979841
jammu kashmir,shrinagar,salt,loose(common),kg.,food,01/07/01,82.92979841
jammu kashmir,shrinagar,salt,packet(iodized),kg.,food,01/07/01,82.92979841
jharkhand,dhanbad,salt,packet(iodized),kg.,food,01/07/01,82.92979841
jharkhand,ranchi,salt,packet(iodized),kg.,food,01/07/01,82.92979841
karnataka,bangalore,salt,packet(iodized),kg.,food,01/07/01,82.92979841
karnataka,bijapur,salt,loose(common),kg.,food,01/07/01,82.92979841
karnataka,bijapur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
karnataka,hubli,salt,loose(common),kg.,food,01/07/01,82.92979841
karnataka,hubli,salt,packet(iodized),kg.,food,01/07/01,82.92979841
karnataka,tumkur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
kerala,ernakulam,salt,packet(iodized),kg.,food,01/07/01,82.92979841
kerala,khozhikode,salt,packet(iodized),kg.,food,01/07/01,82.92979841
kerala,trivandrum,salt,packet(iodized),kg.,food,01/07/01,82.92979841
madhya pradesh,bhillai,salt,loose(common),kg.,food,01/07/01,82.92979841
madhya pradesh,bhillai,salt,packet(iodized),kg.,food,01/07/01,82.92979841
madhya pradesh,bhopal,salt,packet(iodized),kg.,food,01/07/01,82.92979841
madhya pradesh,gwalior,salt,loose(common),kg.,food,01/07/01,82.92979841
madhya pradesh,gwalior,salt,packet(iodized),kg.,food,01/07/01,82.92979841
madhya pradesh,indore,salt,loose(common),kg.,food,01/07/01,82.92979841
madhya pradesh,indore,salt,packet(iodized),kg.,food,01/07/01,82.92979841
madhya pradesh,rewa,salt,loose(common),kg.,food,01/07/01,82.92979841
madhya pradesh,rewa,salt,packet(iodized),kg.,food,01/07/01,82.92979841
madhya pradesh,sehore,salt,packet(iodized),kg.,food,01/07/01,82.92979841
maharashtra,aurangabad,salt,loose(common),kg.,food,01/07/01,82.92979841
maharashtra,aurangabad,salt,packet(iodized),kg.,food,01/07/01,82.92979841
maharashtra,mumbai,salt,loose(common),kg.,food,01/07/01,82.92979841
maharashtra,mumbai,salt,packet(iodized),kg.,food,01/07/01,82.92979841
maharashtra,nagpur,salt,loose(common),kg.,food,01/07/01,82.92979841
maharashtra,nagpur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
maharashtra,nasik,salt,loose(common),kg.,food,01/07/01,82.92979841
maharashtra,nasik,salt,packet(iodized),kg.,food,01/07/01,82.92979841
maharashtra,pune,salt,loose(common),kg.,food,01/07/01,82.92979841
maharashtra,pune,salt,packet(iodized),kg.,food,01/07/01,82.92979841
manipur,imphal,salt,loose(common),kg.,food,01/07/01,82.92979841
manipur,imphal,salt,packet(iodized),kg.,food,01/07/01,82.92979841
meghalaya,shillong,salt,loose(common),kg.,food,01/07/01,82.92979841
meghalaya,shillong,salt,packet(iodized),kg.,food,01/07/01,82.92979841
mizoram,aizwal,salt,packet(iodized),kg.,food,01/07/01,82.92979841
nagaland,kohima,salt,loose(common),kg.,food,01/07/01,82.92979841
nagaland,kohima,salt,packet(iodized),kg.,food,01/07/01,82.92979841
national capital,delhi,salt,packet(iodized),kg.,food,01/07/01,82.92979841
orissa,bhawanipatna,salt,loose(common),kg.,food,01/07/01,82.92979841
orissa,bhawanipatna,salt,packet(iodized),kg.,food,01/07/01,82.92979841
orissa,bhubneshwar,salt,packet(iodized),kg.,food,01/07/01,82.92979841
orissa,cuttack,salt,packet(iodized),kg.,food,01/07/01,82.92979841
punjab,amritsar,salt,packet(iodized),kg.,food,01/07/01,82.92979841
punjab,bhatinda,salt,loose(common),kg.,food,01/07/01,82.92979841
punjab,bhatinda,salt,packet(iodized),kg.,food,01/07/01,82.92979841
punjab,ludhiana,salt,loose(common),kg.,food,01/07/01,82.92979841
punjab,ludhiana,salt,packet(iodized),kg.,food,01/07/01,82.92979841
rajasthan,dausa,salt,loose(common),kg.,food,01/07/01,82.92979841
rajasthan,dausa,salt,packet(iodized),kg.,food,01/07/01,82.92979841
rajasthan,jaipur,salt,loose(common),kg.,food,01/07/01,82.92979841
rajasthan,jaipur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
rajasthan,jodhpur,salt,loose(common),kg.,food,01/07/01,82.92979841
rajasthan,jodhpur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
rajasthan,swaimadhopur,salt,loose(common),kg.,food,01/07/01,82.92979841
rajasthan,swaimadhopur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
rajasthan,udaipur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
sikkim,gangtok,salt,loose(common),kg.,food,01/07/01,82.92979841
sikkim,gangtok,salt,packet(iodized),kg.,food,01/07/01,82.92979841
tamil nadu,chennai,salt,loose(common),kg.,food,01/07/01,82.92979841
tamil nadu,chennai,salt,packet(iodized),kg.,food,01/07/01,82.92979841
tamil nadu,coimbatore,salt,packet(iodized),kg.,food,01/07/01,82.92979841
tamil nadu,madurai,salt,loose(common),kg.,food,01/07/01,82.92979841
tamil nadu,madurai,salt,packet(iodized),kg.,food,01/07/01,82.92979841
tamil nadu,salem,salt,packet(iodized),kg.,food,01/07/01,82.92979841
tamil nadu,tambram,salt,loose(common),kg.,food,01/07/01,82.92979841
tamil nadu,tambram,salt,packet(iodized),kg.,food,01/07/01,82.92979841
tamil nadu,tirunelveli,salt,packet(iodized),kg.,food,01/07/01,82.92979841
telangana,hyderabad,salt,packet(iodized),kg.,food,01/07/01,82.92979841
tripura,agartala,salt,packet(iodized),kg.,food,01/07/01,82.92979841
union territories,chandigarh,salt,loose(common),kg.,food,01/07/01,82.92979841
union territories,chandigarh,salt,packet(iodized),kg.,food,01/07/01,82.92979841
union territories,pondicherry,salt,loose(common),kg.,food,01/07/01,82.92979841
union territories,pondicherry,salt,packet(iodized),kg.,food,01/07/01,82.92979841
union territories,portblair,salt,packet(iodized),kg.,food,01/07/01,82.92979841
union territories,silvasa,salt,packet(iodized),kg.,food,01/07/01,82.92979841
uttar pradesh,agra,salt,packet(iodized),kg.,food,01/07/01,82.92979841
uttar pradesh,allahabad,salt,packet(iodized),kg.,food,01/07/01,82.92979841
uttar pradesh,gorakhpur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
uttar pradesh,kanpur,salt,loose(common),kg.,food,01/07/01,82.92979841
uttar pradesh,kanpur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
uttar pradesh,lucknow,salt,packet(iodized),kg.,food,01/07/01,82.92979841
uttar pradesh,saharanpur,salt,packet(iodized),kg.,food,01/07/01,82.92979841
uttarakhand,haldwani,salt,packet(iodized),kg.,food,01/07/01,82.92979841
uttarakhand,srinagar,salt,loose(common),kg.,food,01/07/01,82.92979841
uttarakhand,srinagar,salt,packet(iodized),kg.,food,01/07/01,82.92979841
west bengal,asansol,salt,loose(common),kg.,food,01/07/01,82.92979841
west bengal,asansol,salt,packet(iodized),kg.,food,01/07/01,82.92979841
west bengal,howrah,salt,loose(common),kg.,food,01/07/01,82.92979841
west bengal,howrah,salt,packet(iodized),kg.,food,01/07/01,82.92979841
west bengal,jalpaiguri,salt,packet(iodized),kg.,food,01/07/01,82.92979841
west bengal,kolkata,salt,packet(iodized),kg.,food,01/07/01,82.92979841
west bengal,malda,unknown,packet(iodized),kg.,food,01/07/01,82.92979841
andhra pradesh,guntur,sugar,unknown,kg.,food,01/07/01,82.92979841
andhra pradesh,kurnool,sugar,unknown,kg.,food,01/07/01,82.92979841
arunachal pradesh,itanagar,sugar,unknown,kg.,food,01/07/01,82.92979841
assam,dispur,sugar,unknown,kg.,food,01/07/01,82.92979841
assam,guwahati,sugar,unknown,kg.,food,01/07/01,82.92979841
assam,silchar,sugar,unknown,kg.,food,01/07/01,82.92979841
bihar,gaya,sugar,unknown,kg.,food,01/07/01,82.92979841
bihar,hajipur,sugar,unknown,kg.,food,01/07/01,82.92979841
bihar,patna,sugar,unknown,kg.,food,01/07/01,82.92979841
gujarat,rajkot,sugar,unknown,kg.,food,01/07/01,82.92979841
gujarat,surat,sugar,unknown,kg.,food,01/07/01,82.92979841
gujarat,vadodra,sugar,unknown,kg.,food,01/07/01,82.92979841
haryana,hissar,sugar,unknown,kg.,food,01/07/01,82.92979841
jammu kashmir,jammu,sugar,unknown,kg.,food,01/07/01,82.92979841
jammu kashmir,shrinagar,sugar,unknown,kg.,food,01/07/01,82.92979841
karnataka,bijapur,sugar,unknown,kg.,food,01/07/01,82.92979841
karnataka,hubli,sugar,unknown,kg.,food,01/07/01,82.92979841
madhya pradesh,bhillai,sugar,unknown,kg.,food,01/07/01,82.92979841
madhya pradesh,gwalior,sugar,unknown,kg.,food,01/07/01,82.92979841
madhya pradesh,indore,sugar,unknown,kg.,food,01/07/01,82.92979841
madhya pradesh,rewa,sugar,unknown,kg.,food,01/07/01,82.92979841
maharashtra,aurangabad,sugar,unknown,kg.,food,01/07/01,82.92979841
maharashtra,mumbai,sugar,unknown,kg.,food,01/07/01,82.92979841
maharashtra,nagpur,sugar,unknown,kg.,food,01/07/01,82.92979841
maharashtra,nasik,sugar,unknown,kg.,food,01/07/01,82.92979841
maharashtra,pune,sugar,unknown,kg.,food,01/07/01,82.92979841
manipur,imphal,sugar,unknown,kg.,food,01/07/01,82.92979841
meghalaya,shillong,sugar,unknown,kg.,food,01/07/01,82.92979841
nagaland,kohima,sugar,unknown,kg.,food,01/07/01,82.92979841
orissa,bhawanipatna,sugar,unknown,kg.,food,01/07/01,82.92979841
punjab,bhatinda,sugar,unknown,kg.,food,01/07/01,82.92979841
punjab,ludhiana,sugar,unknown,kg.,food,01/07/01,82.92979841
rajasthan,dausa,sugar,unknown,kg.,food,01/07/01,82.92979841
rajasthan,jaipur,sugar,unknown,kg.,food,01/07/01,82.92979841
rajasthan,swaimadhopur,sugar,unknown,kg.,food,01/07/01,82.92979841
sikkim,gangtok,sugar,unknown,kg.,food,01/07/01,82.92979841
tamil nadu,chennai,sugar,unknown,kg.,food,01/07/01,82.92979841
tamil nadu,madurai,sugar,unknown,kg.,food,01/07/01,82.92979841
tamil nadu,tambram,sugar,unknown,kg.,food,01/07/01,82.92979841
union territories,chandigarh,sugar,unknown,kg.,food,01/07/01,82.92979841
union territories,pondicherry,sugar,unknown,kg.,food,01/07/01,82.92979841
union territories,silvasa,sugar,unknown,kg.,food,01/07/01,82.92979841
uttar pradesh,kanpur,sugar,unknown,kg.,food,01/07/01,82.92979841
uttarakhand,srinagar,sugar,unknown,kg.,food,01/07/01,82.92979841
west bengal,asansol,sugar,unknown,kg.,food,01/07/01,82.92979841
west bengal,howrah,sugar,unknown,kg.,food,01/07/01,82.92979841
andhra pradesh,guntur,suji,unknown,kg.,food,01/07/01,82.92979841
andhra pradesh,kurnool,suji,unknown,kg.,food,01/07/01,82.92979841
arunachal pradesh,itanagar,suji,unknown,kg.,food,01/07/01,82.92979841
assam,dibrugarh,suji,unknown,kg.,food,01/07/01,82.92979841
assam,dispur,suji,unknown,kg.,food,01/07/01,82.92979841
assam,guwahati,suji,unknown,kg.,food,01/07/01,82.92979841
assam,silchar,suji,unknown,kg.,food,01/07/01,82.92979841
bihar,gaya,suji,unknown,kg.,food,01/07/01,82.92979841
bihar,hajipur,suji,unknown,kg.,food,01/07/01,82.92979841
bihar,patna,suji,unknown,kg.,food,01/07/01,82.92979841
gujarat,rajkot,suji,unknown,kg.,food,01/07/01,82.92979841
gujarat,surat,suji,unknown,kg.,food,01/07/01,82.92979841
gujarat,vadodra,suji,unknown,kg.,food,01/07/01,82.92979841
haryana,hissar,suji,unknown,kg.,food,01/07/01,82.92979841
jammu kashmir,jammu,suji,unknown,kg.,food,01/07/01,82.92979841
jammu kashmir,shrinagar,suji,unknown,kg.,food,01/07/01,82.92979841
jharkhand,ranchi,suji,unknown,kg.,food,01/07/01,82.92979841
karnataka,bijapur,suji,unknown,kg.,food,01/07/01,82.92979841
karnataka,hubli,suji,unknown,kg.,food,01/07/01,82.92979841
madhya pradesh,bhillai,suji,unknown,kg.,food,01/07/01,82.92979841
madhya pradesh,gwalior,suji,unknown,kg.,food,01/07/01,82.92979841
madhya pradesh,indore,suji,unknown,kg.,food,01/07/01,82.92979841
madhya pradesh,rewa,suji,unknown,kg.,food,01/07/01,82.92979841
maharashtra,aurangabad,suji,unknown,kg.,food,01/07/01,82.92979841
maharashtra,mumbai,suji,unknown,kg.,food,01/07/01,82.92979841
maharashtra,nagpur,suji,unknown,kg.,food,01/07/01,82.92979841
maharashtra,pune,suji,unknown,kg.,food,01/07/01,82.92979841
manipur,imphal,suji,unknown,kg.,food,01/07/01,82.92979841
meghalaya,shillong,suji,unknown,kg.,food,01/07/01,82.92979841
nagaland,kohima,suji,unknown,kg.,food,01/07/01,82.92979841
orissa,bhawanipatna,suji,unknown,kg.,food,01/07/01,82.92979841
punjab,bhatinda,suji,unknown,kg.,food,01/07/01,82.92979841
punjab,ludhiana,suji,unknown,kg.,food,01/07/01,82.92979841
rajasthan,dausa,suji,unknown,kg.,food,01/07/01,82.92979841
rajasthan,jaipur,suji,unknown,kg.,food,01/07/01,82.92979841
rajasthan,swaimadhopur,suji,unknown,kg.,food,01/07/01,82.92979841
sikkim,gangtok,suji,unknown,kg.,food,01/07/01,82.92979841
tamil nadu,chennai,suji,unknown,kg.,food,01/07/01,82.92979841
tamil nadu,madurai,suji,unknown,kg.,food,01/07/01,82.92979841
tamil nadu,tambram,suji,unknown,kg.,food,01/07/01,82.92979841
telangana,hyderabad,suji,unknown,kg.,food,01/07/01,82.92979841
union territories,chandigarh,suji,unknown,kg.,food,01/07/01,82.92979841
union territories,pondicherry,suji,unknown,kg.,food,01/07/01,82.92979841
uttar pradesh,kanpur,suji,unknown,kg.,food,01/07/01,82.92979841
